drug1,drug2,SE
5245,148192,308
3075,3957,308
3957,5203,308
4634,4909,308
2666,3157,308
2477,3016,308
2541,2585,308
2812,4594,308
3449,3937,308
450,4635,308
2576,3121,308
838,2232,309
3365,71616,309
2576,5478,309
2802,3562,309
444,156419,309
3032,19090,309
2022,47320,309
2617,4034,309
772,3339,309
3672,3902,309
772,2771,309
3157,4173,309
4510,5267,309
3016,119607,309
2812,5402,309
3405,4946,309
2524,5002,309
3255,3405,309
2806,5311082,309
1302,5656,309
772,3825,310
2083,3403,310
2267,57469,310
3148,4543,310
3062,153941,310
2244,71158,310
4173,6398525,310
54547,6398525,310
2662,2801,310
2576,3397,310
5645,54688,310
3385,60831,310
3345,3062316,310
853,4889,310
772,3793,310
4679,119182,310
3405,3419,310
4885,54454,310
4856,60835,310
2801,4205,310
861,2733,311
3062,3062316,311
5234,5253,311
4885,27686,311
2171,4727,311
3355,4679,311
4679,5203,311
3339,71158,311
3446,3494,311
3488,4539,311
5379,4475485,311
3672,4091,311
54454,5311039,311
453,8953,311
4635,62924,311
2658,4168,311
4946,39765,311
2786,3348,311
3657,125889,311
2477,2764,311
2803,60854,312
2022,2909,312
2895,5076,312
3749,60754,312
2088,3382,312
3639,27661,312
2156,5040,312
4510,5076,312
4634,41781,312
3961,5281007,312
4635,5073,312
3348,4889,312
3937,5353980,312
2083,5064,312
3962,150311,312
2764,3957,312
3158,4168,312
5578,62924,312
2249,3419,312
4601,5732,312
3746,47725,313
3463,122316,313
4112,5394,313
3826,47320,313
3325,3348,313
3672,5656,313
2585,3928,313
3883,59708,313
3161,4510,313
3161,5391,313
5379,3002190,313
2265,2764,313
4635,4917,313
2471,3746,313
2764,3345,313
4812,104865,313
4112,72467,313
1983,2171,313
2541,3639,313
3440,87177,313
5472,41774,314
5076,60831,314
444,71616,314
4091,657298,314
3043,72467,314
3339,3446,314
3640,5650,314
2812,19090,314
2171,3826,314
4510,10631,314
216326,5311297,314
2895,4091,314
271,3333,314
4201,27661,314
2733,2771,314
2478,3365,314
667490,5353980,314
4594,4927,314
2088,4107,314
2658,3958,314
1302,3488,315
3158,60754,315
2764,9433,315
4635,153941,315
3902,38904,315
2764,2995,315
1983,60865,315
2520,5379,315
2764,3379,315
2678,4920,315
4107,5090,315
4449,4917,315
4634,5090,315
2244,5352,315
3348,60835,315
2666,2678,315
853,3345,315
1971,3446,315
1302,3161,315
1302,5514,315
1983,145068,316
3043,5481350,316
2764,5572,316
2576,170361,316
4583,4946,316
2088,4212,316
3961,6436173,316
3365,4659569,316
3365,4635,316
3003,5650,316
3032,3325,316
3652,4679,316
4171,5353980,316
3937,5512,316
2895,3446,316
1775,1971,316
5650,3002190,316
3877,5656,316
2949,3962,316
5203,5647,316
3075,5052,317
4594,60164,317
3954,4659569,317
2656,3121,317
3222,4419,317
5076,47725,317
3365,5291,317
2171,3958,317
2662,5215,317
3958,9571074,317
1983,3883,317
2786,123620,317
54454,150311,317
3062,6691,317
3883,5090,317
3958,60795,317
1775,3639,317
159,87177,317
2678,4679,317
2895,3652,317
5152,41317,318
853,3414,318
59708,119607,318
3440,3661,318
1775,68844,318
3222,3899,318
4616,5426,318
2818,4834,318
4834,60843,318
3883,4236,318
1983,5352,318
3958,5514,318
5152,62924,318
4168,4583,318
5391,54688,318
1983,4058,318
5203,5487,318
60147,3002190,318
3825,5039,318
4205,125889,318
5039,32797,319
3161,5731,319
4171,60865,319
2250,4943,319
4894,5073,319
4585,5394,319
3143,4485,319
3826,5077,319
1983,124087,319
2162,5215,319
2909,3937,319
5029,87177,319
3152,3339,319
1983,3446,319
2764,3002190,319
3043,4451,319
3345,3877,319
4195,4594,319
5267,216326,319
3016,3639,319
119,4011,320
2955,444033,320
4034,4599,320
3676,4034,320
2662,3414,320
3899,160051,320
3339,4095,320
444,54841,320
4168,163742,320
2678,5005,320
838,1983,320
5073,62924,320
54688,6447131,320
5523,6691,320
2083,147912,320
1117,4112,320
3883,5514,320
3350,3957,320
2576,60835,320
60831,60835,320
4595,4812,321
2803,170361,321
3403,5195,321
2978,3559,321
4635,5402,321
3958,9571074,321
1983,5493444,321
3890,504578,321
4259,60184,321
1065,4419,321
2803,3478,321
596,1983,321
3746,4091,321
4583,5645,321
3062,4812,321
2520,3365,321
2249,3767,321
3478,3883,321
1775,2802,321
2771,4054,321
3672,122316,322
3780,5215,322
2250,5771,322
3958,4920,322
2806,4748,322
942,5376,322
2250,54547,322
3890,60852,322
2187,3962,322
2818,5412,322
2088,3339,322
2162,123620,322
3157,5039,322
5391,83786,322
2585,3962,322
2666,2891,322
119607,3085017,322
3403,4889,322
4058,5523,322
2250,5152,322
2666,5281104,323
1302,119607,323
2083,4675,323
2806,5672,323
2658,24011,323
853,4264,323
2802,5372,323
4168,71273,323
4679,150310,323
4173,5281104,323
3746,32797,323
4873,5039,323
4034,5544,323
853,3440,323
2720,3062,323
444,1065,323
1302,3746,323
1065,2895,323
3883,4873,323
853,5152,323
3510,3877,324
3348,4064,324
3308,4885,324
5078,5281007,324
3440,3962,324
4091,91270,324
4509,5215,324
853,2153,324
3869,5090,324
3365,5596,324
2269,8953,324
3148,3902,324
3386,5005,324
2088,2156,324
3672,4691,324
2520,4583,324
3121,4583,324
5578,60184,324
2269,4594,324
3446,4594,324
3143,71273,325
3405,5372,325
3883,4595,325
4411,124087,325
5650,60953,325
4691,5052,325
2162,2274,325
4091,4451,325
5650,5481350,325
3308,51634,325
3222,3911,325
4917,5533,325
3310,3676,325
4900,60831,325
4599,5732,325
4112,5245,325
4583,4679,325
3333,3937,325
3676,4594,325
5039,5651,325
3016,5282044,326
3937,27661,326
444,2019,326
4159,5281007,326
772,4539,326
2678,5311297,326
3937,4499,326
2118,3648,326
2250,3114,326
2311,148192,326
450,2244,326
937,2160,326
1983,3350,326
2803,3639,326
2771,4253,326
942,6691,326
4585,60854,326
5073,54454,326
937,4052,326
4594,9052,326
2088,4054,327
2471,4666,327
3062,5746,327
4168,4856,327
2895,4845,327
1971,77993,327
3746,60164,327
3957,5052,327
2771,5215,327
3639,40976,327
3672,60865,327
2749,4900,327
4740,4946,327
3476,3676,327
2462,5732,327
3958,5311297,327
2802,3937,327
4449,4585,327
1775,2554,327
3003,3516,327
3883,60612,328
2274,4053,328
3826,4053,328
444,36339,328
2764,4913,328
3639,4920,328
2656,6398525,328
5650,110634,328
3476,5505,328
5402,124087,328
3333,3958,328
3003,68740,328
2088,3746,328
4634,4946,328
5039,123606,328
5487,5514,328
3937,4107,328
3003,5978,328
2267,60147,328
2678,3062,328
2284,2764,329
2554,3914,329
4253,64147,329
3478,4112,329
2726,3397,329
2477,3449,329
2083,3767,329
4583,5282226,329
2666,8953,329
3121,5329102,329
5645,83786,329
3222,3325,329
4585,5203,329
4168,4594,329
2171,123620,329
3476,4168,329
3878,4679,329
2311,4171,329
4594,4829,329
214,2022,329
2160,65999,330
2895,74989,330
4674,4183806,330
3516,60754,330
4052,151165,330
1302,4920,330
4253,150311,330
853,54808,330
2806,5735,330
3899,72467,330
2955,4917,330
2265,3639,330
853,3158,330
3075,3222,330
3016,5647,330
3339,119607,330
2771,4829,330
2477,6691,330
2244,5311027,330
937,4873,330
2477,3937,331
853,4812,331
3639,5070,331
2678,6435110,331
1983,60795,331
5267,6447131,331
4205,4812,331
3333,3962,331
2662,3446,331
2083,5481350,331
3640,3676,331
1302,2083,331
4691,10631,331
2265,3454,331
4829,5090,331
4889,5090,331
4634,4946,331
5732,54454,331
450,2022,331
2022,5656,331
4679,5095,332
853,3108,332
2249,36339,332
2083,4485,332
3883,115237,332
2088,4873,332
853,64147,332
4583,5719,332
3715,4889,332
2520,145068,332
3403,4679,332
3890,62924,332
853,3652,332
3345,3961,332
2802,3958,332
853,6447131,332
3075,62924,332
1983,3348,332
2802,60831,332
3958,4674,332
2895,4485,333
4259,4451,333
2771,3040,333
3043,5353980,333
4583,4635,333
4259,5253,333
3345,5311027,333
3121,4159,333
3937,444033,333
4679,104741,333
3793,5076,333
1302,3405,333
4259,4583,333
5155,213039,333
2771,148192,333
2250,3203,333
3658,4679,333
3676,3468412,333
3043,4583,333
2554,170361,333
3672,4607,334
2269,4539,334
5203,5329102,334
3958,119607,334
3672,8953,334
3958,4091,334
3639,5353980,334
5245,77999,334
2269,13342,334
3749,122316,334
2153,5029,334
2118,3658,334
4585,3468412,334
2585,4889,334
450,3468412,334
2250,3784,334
2083,3308,334
2520,54454,334
444,3958,334
2771,5029,334
2662,4856,335
4691,4727,335
2678,5593,335
3255,4192,335
3883,42113,335
3878,4946,335
2118,4212,335
1065,2995,335
1302,5391,335
444,4740,335
2806,3961,335
444,861,335
2771,5656,335
4594,4691,335
1302,4691,335
4091,77999,335
3075,5073,335
3255,4691,335
4171,4594,335
1065,3488,335
444,4679,336
2658,5481350,336
2678,3397,336
2462,2727,336
2083,3008,336
5064,54841,336
4259,5645,336
2658,4205,336
4158,5478,336
4542,5487301,336
5245,130881,336
4253,60852,336
3957,130881,336
3440,72054,336
2118,3878,336
4595,5078,336
3032,4679,336
4259,5203,336
3878,4585,336
3672,443871,336
3488,5408,337
4171,4509,337
3003,41317,337
3255,5381226,337
4819,5372,337
3937,71616,337
3749,4917,337
3899,5533,337
4168,4943,337
4691,667490,337
4112,4679,337
2405,5203,337
3869,5650,337
2803,3382,337
4594,60852,337
2585,4547,337
3365,6691,337
4058,32797,337
3339,54454,337
942,54454,337
2435,5311181,338
3325,68740,338
3003,4195,338
4192,5391,338
4594,71329,338
4894,5035,338
4585,657298,338
5651,5978,338
2554,3081884,338
2088,4107,338
2022,3365,338
3676,4583,338
3003,3877,338
3121,4585,338
2650,4595,338
2803,5426,338
3003,4075,338
3365,3883,338
598,5645,338
2909,4173,338
2022,3394,339
3446,4601,339
3937,5358,339
1983,4679,339
5090,130881,339
3954,56339,339
2771,3706,339
4112,60184,339
4509,4873,339
2771,5311297,339
3957,4691,339
1117,4812,339
3121,5717,339
853,3152,339
1983,4171,339
3062,5029,339
4054,5203,339
4595,19090,339
2022,3954,339
4691,5512,339
2713,5584,340
2955,3348,340
2250,4583,340
3958,5206,340
450,4913,340
2806,657298,340
4666,6436173,340
2244,3365,340
3325,122316,340
853,4920,340
3345,5771,340
1983,2405,340
4253,5203,340
2764,2955,340
3062,4583,340
1117,3062316,340
5039,5040,340
4674,24486,340
4679,151165,340
3365,5090,340
5379,48175,341
598,4856,341
4834,5672,341
2617,3961,341
2022,3384,341
206,3478,341
3929,5525,341
2801,3085017,341
2173,125017,341
4159,4506,341
598,2907,341
2764,3446,341
4205,8953,341
1983,151165,341
2656,5073,341
2771,3510,341
4635,4900,341
2083,3878,341
3878,4542,341
2088,3085017,341
450,4192,342
2806,4195,342
3877,60877,342
2891,4485,342
772,60843,342
4158,5650,342
3658,153941,342
5090,54547,342
3062,4645,342
4691,5493444,342
1983,5064,342
4894,5426,342
3878,125889,342
4585,4594,342
5523,5544,342
444,3075,342
937,4253,342
2951,3672,342
3958,5379,342
2803,59708,342
4679,4819,343
1986,3877,343
2764,3676,343
68740,3062316,343
2576,60696,343
2022,147912,343
2801,5291,343
3152,3086258,343
3016,4211,343
2476,60612,343
3016,3559,343
1983,4691,343
4253,4594,343
5203,38904,343
772,5245,343
3016,5496,343
2907,4539,343
2156,9052,343
4889,4900,343
2732,3345,343
2576,152945,344
2771,3642,344
68740,5311297,344
191,3043,344
2541,72467,344
838,2749,344
3059,3826,344
2520,5481350,344
4173,5035,344
2806,68844,344
4052,4264,344
2909,54688,344
5203,5212,344
8953,5281104,344
838,4873,344
2249,5090,344
3345,5152,344
2749,3255,344
2160,4091,344
2269,4594,344
2162,4509,345
3345,4075,345
1983,60184,345
2662,4168,345
2764,4691,345
4236,19090,345
1983,4178,345
3883,5038,345
5408,5734,345
4616,5512,345
3639,5514,345
4510,65999,345
3958,4547,345
2162,3324,345
2764,3883,345
2764,5212,345
853,2895,345
5064,87177,345
3203,4616,345
2156,2803,345
41781,4659569,346
5039,13342,346
1117,4911,346
2088,125017,346
3161,3086258,346
861,5282044,346
4539,4909,346
3367,4635,346
119,4607,346
3440,60871,346
450,3003,346
4499,4510,346
2118,19090,346
2162,2308,346
2554,3559,346
3350,77999,346
3042,4917,346
3440,3724,346
3016,59708,346
3324,4594,346
3825,5152,347
2576,4170,347
2554,4542,347
2162,5029,347
2756,176168,347
4740,5215,347
3696,60843,347
143,4991,347
450,6918453,347
4212,4543,347
54688,6398970,347
2812,4171,347
2462,5064,347
4585,34312,347
5578,5656,347
4536,5732,347
4158,5426,347
3154,4259,347
2803,4609,347
27661,125889,347
2662,5466,348
2088,2678,348
54454,444033,348
3032,3419,348
1690,2519,348
3446,123631,348
271,3763,348
119,4730,348
2405,3657,348
2803,153941,348
853,3559,348
3152,4634,348
2156,4943,348
3255,5650,348
3463,5401,348
3440,4595,348
942,3559,348
4112,5372,348
3937,508230,348
1690,4674,348
2524,3355,349
3676,77993,349
3154,197712,349
2160,3494,349
4411,5005,349
3446,3878,349
5029,56339,349
4091,4542,349
3954,4885,349
54454,5282226,349
2022,4173,349
450,4873,349
4585,5719,349
3062,124087,349
3386,3559,349
3152,3890,349
10631,62924,349
3365,77999,349
3826,4943,349
2764,60835,349
4691,110635,350
1983,3410,350
4205,4740,350
4900,5572,350
4585,60854,350
4205,5647,350
3345,60953,350
4107,82146,350
838,2812,350
444,2369,350
444,5090,350
2678,3672,350
5002,5514,350
2907,4834,350
2802,4748,350
2678,3348,350
2249,4946,350
3339,4449,350
3345,87177,350
3062,8953,350
2895,5478,351
4917,77999,351
3222,3899,351
4171,40976,351
3108,3278,351
5203,5401,351
3958,4173,351
2662,3367,351
3108,3821,351
3962,41781,351
3339,3440,351
3746,41774,351
2083,2662,351
853,1983,351
5002,5353980,351
2083,4946,351
2244,5578,351
2578,3003,351
4691,4927,351
444,1302,351
861,5203,352
3310,72467,352
3784,4946,352
1983,2284,352
3016,4543,352
2088,5215,352
4594,87177,352
3325,125017,352
2895,4585,352
3958,5731,352
2249,5523,352
2118,4594,352
861,2576,352
4075,4171,352
3345,27661,352
2771,27661,352
3957,10631,352
2585,2909,352
3075,4411,352
3672,4691,352
5073,5353980,353
1065,4451,353
2269,2806,353
3648,5466,353
1302,3085017,353
2802,3117,353
4159,9571074,353
3639,4920,353
3883,4609,353
4873,5650,353
1983,2666,353
3476,5073,353
5152,60835,353
4091,5533,353
3255,28112,353
2083,5391,353
2512,65999,353
3676,5512,353
2576,5656,353
3640,5656,353
3016,125017,354
3749,3784,354
3559,150311,354
2726,2895,354
3121,4236,354
853,60815,354
4645,6398970,354
2666,3702,354
3958,5291,354
2118,2476,354
4645,5073,354
3386,4946,354
3016,3121,354
942,2771,354
2771,5732,354
2803,3062,354
3365,28112,354
1775,2666,354
3121,54454,354
2802,62924,354
2646,5203,355
3365,3382,355
3348,54454,355
4594,83786,355
1775,5717,355
2764,3043,355
3749,5878,355
3961,24011,355
2585,60795,355
4856,123620,355
3042,3516,355
5203,5523,355
2171,3658,355
4052,170361,355
2520,5038,355
4253,5311039,355
2802,5408,355
3345,3825,355
2471,4599,355
2375,3157,355
4449,3081884,356
2487,2656,356
2554,5362070,356
2678,6447131,356
4679,4889,356
2118,2541,356
1302,5514,356
3516,4264,356
4510,5746,356
450,5394,356
4409,5650,356
5064,54454,356
1690,5234,356
3419,3899,356
4583,104741,356
3958,4616,356
937,3463,356
3463,119607,356
2244,3042,356
1690,93860,356
2806,3062,357
3157,3446,357
2250,5651,357
2895,5362070,357
2771,5358,357
2118,3367,357
2083,5095,357
3003,4212,357
3961,4107,357
3639,56339,357
4171,5379,357
937,4889,357
60184,62924,357
2118,5212,357
2541,5064,357
2520,3345,357
2666,4034,357
4499,4594,357
4873,5073,357
3715,54454,357
4679,60754,358
4679,77992,358
5372,5473385,358
2771,60831,358
4691,5578,358
2818,4205,358
3161,3372,358
4635,5282226,358
3345,60854,358
2909,5358,358
3365,104865,358
3365,3488,358
2726,3958,358
2806,4159,358
4075,4873,358
4595,4873,358
4091,87177,358
5203,5212,358
4171,5039,358
3937,4091,358
4594,110634,359
1117,3157,359
5717,119182,359
581,4178,359
937,3494,359
853,4889,359
2806,2951,359
1302,104741,359
143,4539,359
83786,151165,359
853,1117,359
4409,5656,359
581,3003,359
3440,150610,359
3222,5212,359
4236,4634,359
5267,5645,359
2771,4510,359
4748,6691,359
2375,4917,359
4159,5311181,360
3157,60198,360
4091,4909,360
3222,5372,360
5245,5352,360
2662,3393,360
1302,2099,360
4091,4479097,360
4236,150610,360
450,3937,360
2771,4475485,360
2267,4236,360
3062,5212,360
3325,60147,360
3937,4946,360
5029,124087,360
3308,4052,360
5203,119607,360
2541,3911,360
2088,4112,360
3339,6435110,361
5090,5329102,361
2806,4614,361
3877,3961,361
2802,2949,361
3003,51263,361
54454,5311297,361
2585,72938,361
3446,3883,361
1302,60198,361
2550,5311297,361
4513,54454,361
2771,5002,361
2803,3075,361
4112,5155,361
3784,4873,361
3016,4594,361
3032,4594,361
2576,3440,361
1983,5203,361
2771,5352,362
4873,130881,362
2895,3062316,362
4635,4845,362
450,3066,362
150311,176168,362
450,4946,362
3161,5656,362
4635,41693,362
3158,3478,362
2662,4112,362
5454,6691,362
3075,5035,362
3032,5035,362
2550,3639,362
2803,4679,362
3883,4829,362
2092,2375,362
3962,6691,362
5408,54454,362
3883,27686,363
3911,4993,363
2662,152945,363
143,5184,363
87177,5311181,363
1065,3157,363
3016,3157,363
4674,64147,363
3016,4058,363
5039,4479097,363
2802,4740,363
4463,4594,363
3446,4543,363
2265,2764,363
4679,124087,363
1983,4674,363
271,2909,363
2650,3883,363
853,4603,363
4595,54547,363
3639,40976,364
3121,82146,364
2471,3143,364
68844,151165,364
3075,3657,364
3405,3954,364
6691,3062316,364
5039,115237,364
3488,60754,364
3348,3749,364
4052,4091,364
3827,65999,364
3899,4409,364
4635,5401,364
2083,4856,364
2585,3961,364
3958,5732,364
3488,3715,364
1983,150610,364
3121,5719,364
853,4053,365
3386,5645,365
3676,4475485,365
4748,39860,365
2771,5719,365
5203,213039,365
3042,3883,365
2662,3823,365
3016,657298,365
2907,5530,365
2806,5090,365
5732,54688,365
4170,5203,365
2771,3003,365
4666,19090,365
4594,5267,365
1983,4585,365
4583,5090,365
2541,5090,365
2806,3157,365
937,5412,366
3386,4091,366
4107,4909,366
19090,9571074,366
4634,54786,366
1983,4547,366
2173,60696,366
2764,3016,366
2269,2637,366
3325,4740,366
3825,4594,366
2891,4173,366
1986,2650,366
119607,123620,366
4932,5090,366
2764,5394,366
4168,5379,366
1117,5732,366
3222,4473,366
3639,8953,366
4911,32797,367
3937,5281104,367
2786,93860,367
3419,3734,367
5029,5394,367
2244,4932,367
4740,4913,367
3161,4212,367
5523,60754,367
3075,110634,367
54786,5311297,367
4054,4168,367
2022,4510,367
3937,4917,367
3446,3958,367
3767,5381226,367
4112,5408,367
3488,4585,367
5203,5533,367
5426,5311297,367
2478,3148,368
2471,5184,368
3793,4845,368
3826,4607,368
32797,60843,368
4583,5291,368
3937,216239,368
2187,5544,368
4034,115237,368
4595,4723,368
2585,2609,368
4594,5035,368
3143,130881,368
27686,60835,368
2756,4159,368
4485,4679,368
5039,151165,368
87177,163742,368
3324,4170,368
2250,3419,368
1302,42113,369
942,4046,369
2907,163742,369
150311,4475485,369
2541,4943,369
3333,5584,369
3672,3954,369
4900,4932,369
2160,3449,369
3672,27661,369
2269,5005,369
3676,62924,369
2250,4058,369
4168,54454,369
4829,5329102,369
2284,2802,369
1983,2786,369
3143,3350,369
4411,5311297,369
5401,216326,369
3958,5672,370
2806,60843,370
598,3516,370
4873,36339,370
4583,60852,370
3640,54547,370
3075,77999,370
2130,6447131,370
4679,5530,370
1302,115237,370
2173,87177,370
598,4112,370
772,3062,370
1983,2658,370
3715,10631,370
772,5372,370
3467,4159,370
3478,4635,370
3365,5878,370
1983,5040,370
3032,71616,371
3385,213039,371
4601,60754,371
3016,5515,371
3957,4599,371
1978,10631,371
2909,19090,371
2249,4645,371
2118,5381226,371
5732,54808,371
3255,4585,371
1302,4183806,371
2806,3516,371
3488,3658,371
3749,62924,371
2658,2771,371
2520,124087,371
1775,2585,371
4679,10631,371
4873,5732,371
4205,4675,372
3403,5291,372
2160,104865,372
2771,150311,372
3899,60953,372
3016,4730,372
3348,150311,372
3559,4932,372
3075,5215,372
3222,54786,372
2909,4159,372
2462,3883,372
1302,2160,372
3365,5647,372
2803,5376,372
2160,4510,372
853,4946,372
5212,5401,372
4168,4679,372
4679,54454,372
4927,5412,373
3157,5453,373
1983,4819,373
1971,2637,373
2891,5038,373
1971,2141,373
2617,4171,373
4112,5095,373
3877,9571074,373
4927,5077,373
2771,3883,373
1983,5391,373
3348,3957,373
5732,170361,373
143,4168,373
4595,54688,373
2666,60147,373
3883,5732,373
1983,2244,373
2524,2666,373
1775,5512,374
2617,4585,374
2812,4543,374
4889,60815,374
2022,12536,374
4679,57469,374
4112,36811,374
2812,176870,374
4411,4428,374
5394,5401,374
3345,3348,374
2088,3639,374
3961,4052,374
1978,4894,374
1117,3016,374
2576,59708,374
772,34312,374
4205,54841,374
2130,4691,374
2812,4679,374
4112,41317,375
5379,5454,375
2244,9052,375
2955,5401,375
772,5481350,375
2187,40976,375
4236,6447131,375
2585,12620,375
2666,156419,375
3883,27686,375
4856,68740,375
3367,4594,375
4666,123631,375
3463,4170,375
5372,5453,375
3652,5212,375
54454,3002190,375
